Timestamp,Shoulder Width (cm),Chest (cm),Waist (cm),Hip Width (cm),Arm Length (cm),Leg Length (cm),Height (cm)
2025-08-11 20:42:08,14.91,37.27,9.39,9.39,21.49,36.28,67.55
2025-08-11 20:42:08,14.93,37.33,9.39,9.39,21.46,36.28,67.55
2025-08-11 20:42:08,15.04,37.6,9.39,9.39,21.26,36.14,67.55
2025-08-11 20:42:08,15.28,38.2,9.52,9.52,21.38,35.33,67.02
2025-08-11 20:42:08,15.63,39.08,9.92,9.92,21.34,35.45,67.48
2025-08-11 20:42:08,15.6,39.0,9.78,9.78,21.22,35.58,67.53
2025-08-11 20:42:08,15.7,39.25,9.78,9.78,21.62,35.58,67.57
2025-08-11 20:42:08,15.81,39.52,9.77,9.77,21.62,35.86,68.12
2025-08-11 20:42:08,15.8,39.5,9.91,9.91,21.66,36.39,68.82
2025-08-11 20:42:08,15.8,39.5,9.91,9.91,21.68,36.4,68.83
2025-08-11 20:42:08,15.52,38.8,10.04,10.04,21.77,36.67,69.29
2025-08-11 20:42:08,15.25,38.12,9.9,9.9,21.67,36.81,69.03
2025-08-11 20:42:08,15.12,37.8,9.9,9.9,21.83,36.95,69.04
2025-08-11 20:42:09,15.12,37.8,9.9,9.9,22.09,36.41,68.37
2025-08-11 20:42:09,15.12,37.8,9.9,9.9,21.96,36.28,68.13
2025-08-11 20:42:09,15.12,37.8,9.9,9.9,21.96,36.15,67.73
2025-08-11 20:42:09,14.99,37.48,9.9,9.9,21.83,36.16,67.6
2025-08-11 20:42:09,15.12,37.8,9.9,9.9,22.19,36.42,68.0
2025-08-11 20:42:09,14.99,37.48,9.77,9.77,22.19,36.43,68.0
2025-08-11 20:42:09,15.13,37.83,9.9,9.9,22.17,36.42,68.0
2025-08-11 20:42:09,15.26,38.15,9.77,9.77,22.14,36.3,68.0
2025-08-11 20:42:09,15.12,37.8,9.77,9.77,22.28,36.32,68.01
2025-08-11 20:42:09,15.26,38.15,9.77,9.77,22.1,36.31,68.0
2025-08-11 20:42:09,15.26,38.15,9.77,9.77,22.17,36.31,67.97
2025-08-11 20:42:09,15.13,37.83,9.64,9.64,22.15,35.79,67.43
2025-08-11 20:42:09,15.26,38.15,9.63,9.63,21.98,35.78,67.28
2025-08-11 20:42:09,15.0,37.5,9.64,9.64,22.1,35.76,67.53
2025-08-11 20:42:09,15.0,37.5,9.63,9.63,22.07,35.74,67.36
2025-08-11 20:42:09,15.0,37.5,9.77,9.77,22.04,35.88,67.51
2025-08-11 20:42:09,15.0,37.5,9.77,9.77,22.32,35.88,67.51
2025-08-11 20:42:09,15.0,37.5,9.63,9.63,22.35,36.01,67.64
2025-08-11 20:42:09,14.73,36.83,9.5,9.5,22.52,36.01,67.62
2025-08-11 20:42:09,14.73,36.83,9.5,9.5,22.59,35.99,67.58
2025-08-11 20:42:09,14.86,37.15,9.64,9.64,22.64,36.13,67.73
2025-08-11 20:42:10,14.87,37.17,9.51,9.51,22.4,36.27,67.87
2025-08-11 20:42:10,14.72,36.8,9.37,9.37,22.33,36.02,67.48
2025-08-11 20:42:10,14.72,36.8,9.5,9.5,22.53,36.02,67.36
2025-08-11 20:42:10,14.72,36.8,9.37,9.37,22.24,35.64,66.98
2025-08-11 20:42:10,14.72,36.8,9.37,9.37,22.24,35.81,67.04
2025-08-11 20:42:10,14.85,37.12,9.5,9.5,22.22,35.94,67.19
2025-08-11 20:42:10,14.85,37.12,9.5,9.5,22.35,35.93,67.31
2025-08-11 20:42:10,14.85,37.12,9.5,9.5,22.35,36.36,67.76
2025-08-11 20:42:10,14.85,37.12,9.5,9.5,22.19,36.57,68.01
2025-08-11 20:42:10,14.85,37.12,9.63,9.63,22.22,36.68,68.26
2025-08-11 20:42:10,14.98,37.45,9.63,9.63,22.32,36.81,68.38
2025-08-11 20:42:10,14.99,37.48,9.63,9.63,22.32,36.6,68.31
2025-08-11 20:42:10,15.12,37.8,9.63,9.63,22.3,36.45,68.41
2025-08-11 20:42:10,15.12,37.8,9.64,9.64,22.56,36.32,68.26
2025-08-11 20:42:10,15.12,37.8,9.64,9.64,22.67,36.3,68.24
2025-08-11 20:42:10,15.12,37.8,9.64,9.64,22.91,35.9,67.82
2025-08-11 20:42:10,15.26,38.15,9.64,9.64,23.02,35.89,67.81
2025-08-11 20:42:10,15.12,37.8,9.64,9.64,22.89,35.75,67.79
2025-08-11 20:42:10,15.25,38.12,9.64,9.64,23.0,35.7,67.74
2025-08-11 20:42:10,15.25,38.12,9.51,9.51,23.0,35.7,67.73
2025-08-11 20:42:11,15.12,37.8,9.51,9.51,22.87,35.52,67.55
2025-08-11 20:42:11,14.99,37.48,9.64,9.64,22.87,35.11,67.15
2025-08-11 20:42:11,14.99,37.48,9.64,9.64,22.87,35.24,67.28
2025-08-11 20:42:11,14.99,37.48,9.64,9.64,22.76,35.63,67.53
2025-08-11 20:42:11,14.99,37.48,9.64,9.64,22.43,35.39,67.16
2025-08-11 20:42:11,14.99,37.48,9.51,9.51,22.17,35.55,67.33
2025-08-11 20:42:11,14.99,37.48,9.64,9.64,22.23,35.94,67.71
2025-08-11 20:42:11,15.0,37.5,9.51,9.51,21.91,36.09,67.84
2025-08-11 20:42:11,14.99,37.48,9.64,9.64,22.28,35.88,67.51
2025-08-11 20:42:11,15.12,37.8,9.78,9.78,22.08,35.43,67.19
2025-08-11 20:42:11,15.13,37.83,9.77,9.77,21.89,35.41,67.15
2025-08-11 20:42:11,15.13,37.83,9.77,9.77,21.67,35.41,67.15
2025-08-11 20:42:11,15.26,38.15,9.64,9.64,21.52,35.19,66.91
2025-08-11 20:42:11,15.4,38.5,9.64,9.64,21.56,35.01,66.6
2025-08-11 20:42:11,15.4,38.5,9.77,9.77,21.78,35.02,66.6
2025-08-11 20:42:11,15.4,38.5,9.77,9.77,21.7,35.13,66.71
2025-08-11 20:42:11,15.26,38.15,9.78,9.78,21.7,35.11,66.69
2025-08-11 20:42:11,15.26,38.15,9.78,9.78,21.67,35.13,66.69
2025-08-11 20:42:11,15.26,38.15,9.78,9.78,21.59,35.08,66.65
2025-08-11 20:42:12,15.27,38.17,9.78,9.78,21.52,34.89,66.46
2025-08-11 20:42:12,15.26,38.15,9.78,9.78,21.64,34.83,66.38
2025-08-11 20:42:12,15.26,38.15,9.78,9.78,21.57,35.02,66.59
2025-08-11 20:42:12,15.26,38.15,9.79,9.79,21.61,35.26,66.83
2025-08-11 20:42:12,15.27,38.17,9.79,9.79,21.47,35.27,66.84
2025-08-11 20:42:12,15.27,38.17,9.79,9.79,21.34,35.16,66.59
2025-08-11 20:42:12,15.27,38.17,9.79,9.79,21.27,35.55,66.99
2025-08-11 20:42:12,15.27,38.17,9.79,9.79,21.39,35.55,66.85
2025-08-11 20:42:12,15.27,38.17,9.79,9.79,21.39,35.42,66.72
2025-08-11 20:42:12,15.4,38.5,9.79,9.79,21.32,35.42,66.74
2025-08-11 20:42:12,15.4,38.5,9.79,9.79,21.32,35.41,66.59
2025-08-11 20:42:12,15.4,38.5,9.79,9.79,21.44,35.54,66.59
2025-08-11 20:42:12,15.4,38.5,9.79,9.79,21.37,35.54,66.59
2025-08-11 20:42:12,15.27,38.17,9.65,9.65,21.31,35.41,66.43
2025-08-11 20:42:12,15.14,37.85,9.65,9.65,21.49,35.51,66.52
2025-08-11 20:42:12,15.27,38.17,9.65,9.65,21.43,35.51,66.38
2025-08-11 20:42:12,15.27,38.17,9.65,9.65,21.54,35.3,66.03
2025-08-11 20:42:12,15.27,38.17,9.79,9.79,21.48,35.28,66.01
2025-08-11 20:42:12,15.27,38.17,9.79,9.79,21.48,35.28,66.01
2025-08-11 20:42:12,15.27,38.17,9.78,9.78,21.54,35.26,66.0
2025-08-11 20:42:12,15.27,38.17,9.78,9.78,21.42,35.39,65.87
2025-08-11 20:42:13,15.28,38.2,9.78,9.78,21.45,35.41,65.73
2025-08-11 20:42:13,15.14,37.85,9.79,9.79,21.64,35.41,65.87
2025-08-11 20:42:13,15.14,37.85,9.79,9.79,21.56,35.21,65.52
2025-08-11 20:42:13,15.14,37.85,9.79,9.79,21.5,35.21,65.52
2025-08-11 20:42:13,15.01,37.52,9.79,9.79,21.45,35.23,65.4
2025-08-11 20:42:13,15.01,37.52,9.78,9.78,21.45,35.26,65.32
2025-08-11 20:42:13,15.03,37.57,9.78,9.78,22.04,35.39,65.17
2025-08-11 20:42:13,15.03,37.57,9.78,9.78,22.35,35.68,65.04
2025-08-11 20:42:13,15.04,37.6,9.79,9.79,22.19,35.62,64.73
2025-08-11 20:42:13,15.04,37.6,9.79,9.79,22.46,35.85,64.57
2025-08-11 20:42:13,15.04,37.6,9.79,9.79,22.59,35.92,64.49
2025-08-11 20:42:13,15.04,37.6,9.66,9.66,22.46,35.72,64.42
2025-08-11 20:42:13,15.05,37.62,9.65,9.65,22.22,35.72,64.42
2025-08-11 20:42:13,14.92,37.3,9.65,9.65,22.24,35.7,64.36
2025-08-11 20:42:13,14.92,37.3,9.66,9.66,22.11,35.56,64.21
2025-08-11 20:42:13,14.93,37.33,9.53,9.53,22.11,35.56,64.2
2025-08-11 20:42:13,15.07,37.67,9.66,9.66,21.98,35.51,64.14
2025-08-11 20:42:13,14.95,37.38,9.66,9.66,21.98,35.37,64.01
2025-08-11 20:42:13,14.93,37.33,9.66,9.66,22.11,35.6,64.38
2025-08-11 20:42:13,15.08,37.7,9.53,9.53,22.06,35.62,64.36
2025-08-11 20:42:13,15.08,37.7,9.53,9.53,22.06,35.62,64.49
2025-08-11 20:42:14,15.21,38.03,9.52,9.52,22.14,35.62,64.75
2025-08-11 20:42:14,15.36,38.4,9.52,9.52,22.12,35.74,64.87
2025-08-11 20:42:14,15.21,38.03,9.52,9.52,22.23,35.47,64.73
2025-08-11 20:42:14,15.21,38.03,9.53,9.53,22.23,35.47,64.86
2025-08-11 20:42:14,15.36,38.4,9.66,9.66,22.21,35.32,64.72
2025-08-11 20:42:14,15.36,38.4,9.68,9.68,22.21,35.32,64.7
2025-08-11 20:42:14,15.51,38.77,9.68,9.68,22.19,35.32,64.84
2025-08-11 20:42:14,15.38,38.45,9.54,9.54,22.21,35.28,64.46
2025-08-11 20:42:14,15.27,38.17,9.68,9.68,22.25,35.37,64.43
2025-08-11 20:42:14,15.38,38.45,9.68,9.68,22.25,35.49,64.42
2025-08-11 20:42:14,15.51,38.77,9.66,9.66,22.28,35.31,64.24
2025-08-11 20:42:14,15.53,38.82,9.66,9.66,22.14,35.31,64.23
2025-08-11 20:42:14,15.42,38.55,9.54,9.54,22.01,34.99,63.74
2025-08-11 20:42:14,15.46,38.65,9.54,9.54,21.91,34.85,63.19
2025-08-11 20:42:14,15.46,38.65,9.54,9.54,21.99,34.96,63.18
2025-08-11 20:42:14,15.48,38.7,9.54,9.54,21.99,34.95,62.91
2025-08-11 20:42:14,15.37,38.42,9.41,9.41,21.81,34.68,62.24
2025-08-11 20:42:14,15.4,38.5,9.54,9.54,21.95,35.02,62.35
